Feature,Age value,ASV,Shapley,Seed
RUQO2,4-10_days,-2.440476190476197e-05,-0.003094805083237588,102
XrayReport,0-3_days,0.00026104166666668843,0.01637903061695397,102
XrayReport,11-30_days,0.0,-0.0033043162664398553,102
XrayReport,4-10_days,0.0,-0.013074712581001222,102
HypDistrib,0-3_days,-0.023957779872539404,0.015559563804417849,102
HypDistrib,11-30_days,6.057529292929296e-05,-0.003719627070240676,102
HypDistrib,4-10_days,0.023905645324862654,-0.011839938603807242,102
BirthAsphyxia,0-3_days,0.0005336184894587648,0.001070512942969799,102
BirthAsphyxia,11-30_days,-0.0007386469705361123,-0.0005224359035491944,102
BirthAsphyxia,4-10_days,0.00024987645224880395,-0.0005480768904089927,102
DuctFlow,0-3_days,-2.9925959307575998e-18,0.014753708029165863,102
DuctFlow,11-30_days,-1.2224909904545817e-22,0.001876788772351574,102
DuctFlow,4-10_days,-9.373312288401154e-20,-0.01663049798924476,102
LungFlow,0-3_days,1.3494491088670496e-18,0.006106868544593453,102
LungFlow,11-30_days,-7.008417404560468e-23,-0.002971147844218649,102
LungFlow,4-10_days,0.0,-0.003135721432045102,102
CardiacMixing,0-3_days,-0.0002334540119151036,0.003730047009885311,102
CardiacMixing,11-30_days,2.6634805194816495e-07,0.0009568173228763044,102
CardiacMixing,4-10_days,0.00025534239472888205,-0.004686865380499512,102
Grunting,0-3_days,5.1065452972477435e-18,-0.005053055733442307,102
Grunting,11-30_days,0.0,0.005052223219536245,102
Grunting,4-10_days,0.0,8.334172889590263e-07,102
LVH,0-3_days,-8.533471685263225e-19,-0.005687804035842419,102
LVH,11-30_days,-1.4016834809120936e-22,0.003936576622945723,102
LVH,4-10_days,0.0,0.0017512279946822673,102
LungParench,0-3_days,-0.005462910422637137,-0.004722582045942545,102
LungParench,11-30_days,-0.00011303496969696989,0.005234234193922021,102
LungParench,4-10_days,0.005736466998647186,-0.0005116524035111069,102
CO2,0-3_days,0.0009330979173604548,0.01929824747145176,102
CO2,11-30_days,0.0009067799999999995,-0.011563406114291866,102
CO2,4-10_days,-0.0017660685991786,-0.007734843407233711,102
LVHreport,0-3_days,0.0,0.0005101854586973786,102
LVHreport,11-30_days,0.0,-0.00010415379190817475,102
LVHreport,4-10_days,0.0,-0.00040603173431009055,102
Sick,0-3_days,0.00830660575015534,0.028981495462358,102
Sick,11-30_days,-2.1025252213681405e-22,0.0028467910719336942,102
Sick,4-10_days,-0.005869781791822067,-0.031828291953424924,102
HypoxiaInO2,0-3_days,0.008927299382645143,-0.006213799398392439,102
HypoxiaInO2,11-30_days,9.524790764790764e-05,0.005096110925078392,102
HypoxiaInO2,4-10_days,-0.009056463792457553,0.0011176900751888753,102
Disease,0-3_days,-0.07706847811690354,0.11670743376016617,102
Disease,11-30_days,0.060528550205171415,-0.11010811547748744,102
Disease,4-10_days,0.015576296870552609,-0.006599314622581005,102
CO2Report,0-3_days,-0.06448948329943628,0.003416723180562258,103
CO2Report,11-30_days,0.0031877848951776485,0.017551599880680443,103
CO2Report,4-10_days,0.06130169840425839,-0.02096831992268562,103
ChestXray,0-3_days,0.0030424811059765323,-0.0031332970783114434,103
ChestXray,11-30_days,-0.004730261163234337,0.007777897420455701,103
ChestXray,4-10_days,0.001687780057257813,-0.0046445977641269565,103
LowerBodyO2,0-3_days,-0.00021210847113350007,-0.021843205466866494,103
LowerBodyO2,11-30_days,1.2012746748714233e-05,0.017447639626334423,103
LowerBodyO2,4-10_days,0.00020009572438478194,0.00439557314501144,103
GruntingReport,0-3_days,1.76927013322809e-05,-0.0036113575706258417,103
GruntingReport,11-30_days,0.0,-0.0015648159408010542,103
GruntingReport,4-10_days,-1.769270133228105e-05,0.005176173707004636,103
RUQO2,0-3_days,0.013006021671980521,-0.028431358055677265,103
RUQO2,11-30_days,0.005908647668611104,0.007650453698879574,103
RUQO2,4-10_days,-0.018914669340591595,0.020780907282605766,103
XrayReport,0-3_days,-0.006067949605167277,0.003489446816965938,103
XrayReport,11-30_days,0.005879091565007291,-0.001877513427461963,103
XrayReport,4-10_days,0.00018885804015998414,-0.001611932588275522,103
HypDistrib,0-3_days,-0.00021173429946131524,0.0008285714872181415,103
HypDistrib,11-30_days,0.00018814275324665987,-0.0003500000108033419,103
HypDistrib,4-10_days,2.3591546214663626e-05,-0.00047857139259576797,103
BirthAsphyxia,0-3_days,-0.0010765441156792566,-0.008266903404146432,103
BirthAsphyxia,11-30_days,0.0003615741601210587,0.006143494294956326,103
BirthAsphyxia,4-10_days,0.00095693387400754,0.002123411044012755,103
DuctFlow,0-3_days,0.0011475160559234747,0.007690404858440161,103
DuctFlow,11-30_days,0.0003956672885778534,-0.028909393383655696,103
DuctFlow,4-10_days,-0.0015431833445013919,0.02121898630168289,103
LungFlow,0-3_days,0.0025182207184235245,-0.01633518164977431,103
LungFlow,11-30_days,0.0008740891799032957,-0.01134487762930803,103
LungFlow,4-10_days,-0.0033923098983268396,0.02768005337798968,103
CardiacMixing,0-3_days,-0.0013254597718016152,-0.010189347437117248,103
CardiacMixing,11-30_days,0.0003792434742598122,0.01248919965000823,103
CardiacMixing,4-10_days,0.0009462162975417488,-0.0022998508857563138,103
Grunting,0-3_days,-0.002044934610333541,0.0038279906287789346,103
Grunting,11-30_days,-4.7691743671199547e-05,0.009594729368109256,103
Grunting,4-10_days,0.00209262635400474,-0.013422718475339934,103
LVH,0-3_days,-0.003711359060358918,0.004129216019064188,103
LVH,11-30_days,0.002111507421215052,0.00034014009404927494,103
LVH,4-10_days,0.001599851639143864,-0.004469356788322329,103
LungParench,0-3_days,-0.009927340818773486,0.009620113386772574,103
LungParench,11-30_days,0.0025097805840080373,-0.01173123979009688,103
LungParench,4-10_days,0.007417560234765614,0.0021111269993707537,103
CO2,0-3_days,-0.025965623752108445,-0.0011165938526391983,103
CO2,11-30_days,0.0025508115046690106,-0.0015159439796116204,103
CO2,4-10_days,0.023414812247439278,0.0026325370697304605,103
LVHreport,0-3_days,0.0014232122371850393,-0.0034165006410330533,103
LVHreport,11-30_days,0.0,-0.0015338164113927633,103
LVHreport,4-10_days,-0.0014232122371850354,0.004950318150222301,103
Sick,0-3_days,0.0014778520450272857,-0.002040415359660983,103
Sick,11-30_days,2.2339203468438845e-05,0.0027148712208145296,103
Sick,4-10_days,-0.001500191248495745,-0.0006744553777389228,103
HypoxiaInO2,0-3_days,0.0627828382595211,0.0162327918340452,103
HypoxiaInO2,11-30_days,-0.011262160598769243,-0.004624702078290284,103
HypoxiaInO2,4-10_days,-0.0515206776607519,-0.011608085433254018,103
Disease,0-3_days,-0.045841762897225746,0.08149489372968674,103
Disease,11-30_days,0.037903994733343056,-0.05358757951296866,103
Disease,4-10_days,0.008279834675784345,-0.02790731268469244,103
CO2Report,0-3_days,7.753527801753739e-20,0.016770059743430467,104
CO2Report,11-30_days,0.0,-0.01122771139635006,104
CO2Report,4-10_days,0.0,-0.005542350832838565,104
ChestXray,0-3_days,0.004753927858053084,-0.015346420414280146,104
ChestXray,11-30_days,-0.010346133701894796,-0.0214722753080423,104
ChestXray,4-10_days,0.005592205843841761,0.03681871097884141,104
LowerBodyO2,0-3_days,0.03685623594378869,-0.059060113220475614,104
LowerBodyO2,11-30_days,-0.037272037017071345,-0.0002302293642424047,104
LowerBodyO2,4-10_days,0.00041580107328266383,0.05929035544861108,104
GruntingReport,0-3_days,0.0,-0.0001303412322886288,104
GruntingReport,11-30_days,0.0,0.00012560508912429214,104
GruntingReport,4-10_days,0.0,4.736052360385656e-06,104
RUQO2,0-3_days,-0.06103965352728868,0.023634454803541302,104
RUQO2,11-30_days,0.06038419245630899,-0.022806305175763555,104
RUQO2,4-10_days,0.0006554610709796375,-0.000828152431640774,104
XrayReport,0-3_days,-0.002381130533670035,-0.03229860027320683,104
XrayReport,11-30_days,0.0,0.010374050994578284,104
XrayReport,4-10_days,0.002381130533670033,0.021924546732916498,104
HypDistrib,0-3_days,0.0006347916512586967,0.0031972451927140353,104
HypDistrib,11-30_days,-0.0007205843460465471,-0.0001698412769474089,104
HypDistrib,4-10_days,8.579269478784472e-05,-0.003027404071763158,104
BirthAsphyxia,0-3_days,-0.009216581136258784,-0.0003333333134651184,104
BirthAsphyxia,11-30_days,0.007921206421929686,0.0010000000335276128,104
BirthAsphyxia,4-10_days,0.0016011146142290954,-0.0006666666828095913,104
DuctFlow,0-3_days,9.46905095133639e-18,0.001239373697899282,104
DuctFlow,11-30_days,-2.8090090917953336e-19,-0.005676675086142495,104
DuctFlow,4-10_days,1.4201614220011447e-19,0.004437300534918904,104
LungFlow,0-3_days,-0.005166620457023562,0.021475670457584785,104
LungFlow,11-30_days,-9.024259121448444e-19,-0.010290814249310642,104
LungFlow,4-10_days,0.005166620457023552,-0.011184855924220756,104
CardiacMixing,0-3_days,-0.0026924459518517727,0.003600918957963586,104
CardiacMixing,11-30_days,0.00037636795007400207,0.003855903351213783,104
CardiacMixing,4-10_days,0.0023160780017777768,-0.007456822049571201,104
Grunting,0-3_days,-0.002716894948092031,-0.0009412449784576893,104
Grunting,11-30_days,0.0,0.0006917452946072444,104
Grunting,4-10_days,0.0027168949480920273,0.0002494994422886521,104
LVH,0-3_days,-6.997203936713172e-20,-0.01327624209690839,104
LVH,11-30_days,0.0,-0.0029588771326234564,104
LVH,4-10_days,0.0,0.01623511910904199,104
LungParench,0-3_days,0.02127159372887315,0.01546406462788582,104
LungParench,11-30_days,-0.016502542779418115,0.009243809213221538,104
LungParench,4-10_days,-0.004769050949455128,-0.024707873517181723,104
CO2,0-3_days,0.003529893999855703,-0.05287644161377102,104
CO2,11-30_days,-0.0005357142857142862,0.00500417281058617,104
CO2,4-10_days,-0.002994179714141414,0.04787227296619676,104
LVHreport,0-3_days,-1.3994407873426344e-19,-0.0097515939315781,104
LVHreport,11-30_days,0.0,-0.005867439160356298,104
LVHreport,4-10_days,0.0,0.015619030292145907,104
Sick,0-3_days,0.004935435056902538,-0.012013772209174932,104
Sick,11-30_days,-0.004631189890799943,-0.013263034876435995,104
Sick,4-10_days,-0.000304245166102601,0.025276809306815265,104
HypoxiaInO2,0-3_days,-0.013885115457294735,-0.002732243542559445,104
HypoxiaInO2,11-30_days,0.014027390684932337,-0.0023611511377384887,104
HypoxiaInO2,4-10_days,-0.0001422752276376301,0.00509339353768155,104
Disease,0-3_days,-0.06775296925530105,0.09147507578134537,104
Disease,11-30_days,0.05812877504867789,-0.09169968963600696,104
Disease,4-10_days,0.011077280485589511,0.00022461205720901488,104
CO2Report,0-3_days,-0.00025435794121036895,-0.004988073986023665,105
CO2Report,11-30_days,-9.625218332312128e-05,0.0046698864037171,105
CO2Report,4-10_days,0.0003506101245334912,0.0003181880782358348,105
ChestXray,0-3_days,-0.03141230024983838,0.004675990045070648,105
ChestXray,11-30_days,0.003777975307659522,-0.0033015736169181766,105
ChestXray,4-10_days,0.027634324942178816,-0.001374416535254568,105
LowerBodyO2,0-3_days,-0.006187528476892078,-0.0006223637377843261,105
LowerBodyO2,11-30_days,0.0005908352232457873,0.0003553604776971042,105
LowerBodyO2,4-10_days,0.005596693253646311,0.0002670041820965707,105
GruntingReport,0-3_days,-0.00014211545083738384,0.0035254596546292305,105
GruntingReport,11-30_days,1.3143070834665339e-05,-0.0027445600274950267,105
GruntingReport,4-10_days,0.000128972380002719,-0.0007809014059603214,105
RUQO2,0-3_days,-0.02120670448935771,-0.012722946973517536,105
RUQO2,11-30_days,0.0009436867354831826,0.0024066714895889163,105
RUQO2,4-10_days,0.020263017753874492,0.010316262601409108,105
XrayReport,0-3_days,-0.005244740930053788,0.009289888739585877,105
XrayReport,11-30_days,-4.5700354297012944e-05,-0.002612509405007586,105
XrayReport,4-10_days,0.005290441284350811,-0.006677380222827196,105
HypDistrib,0-3_days,-0.002424674945702428,-0.0019751551374793054,105
HypDistrib,11-30_days,0.001763272390435164,-0.003917894121259451,105
HypDistrib,4-10_days,0.0006614025552672629,0.005893047638237476,105
BirthAsphyxia,0-3_days,0.03376126030759663,-0.0028387091122567655,105
BirthAsphyxia,11-30_days,0.008836645310184174,-0.0064237507747020575,105
BirthAsphyxia,4-10_days,-0.04337757267730011,0.009262455580756068,105
DuctFlow,0-3_days,-0.02141124526985648,0.0036286604218184948,105
DuctFlow,11-30_days,0.004647147516222816,-0.004064285764470697,105
DuctFlow,4-10_days,0.016764097753633717,0.000435623861849308,105
LungFlow,0-3_days,-0.03785533126298981,-0.004839696283452213,105
LungFlow,11-30_days,0.0032050673771510524,0.008163831066340207,105
LungFlow,4-10_days,0.03464623843129332,-0.003324137335876003,105
CardiacMixing,0-3_days,0.0006975049313321465,0.002303343899548054,105
CardiacMixing,11-30_days,0.00010822098566549065,0.00031163882464170457,105
CardiacMixing,4-10_days,-0.0007730422806340045,-0.002614982295781374,105
Grunting,0-3_days,-0.0017092600700663856,-0.004604433248750865,105
Grunting,11-30_days,0.0002697878157170162,0.0017359341448172927,105
Grunting,4-10_days,0.0014394722543493745,0.002868499136529863,105
LVH,0-3_days,-0.004628724636834553,0.0203431467525661,105
LVH,11-30_days,0.004859787669624411,-0.01501296897418797,105
LVH,4-10_days,-0.00022216121460799155,-0.005330178830772639,105
LungParench,0-3_days,-0.008767839049536088,-0.01860072974814102,105
LungParench,11-30_days,0.009467152237782984,0.006981646835483844,105
LungParench,4-10_days,-0.0006448404609741096,0.011619081887183712,105
CO2,0-3_days,-0.07353667764948617,0.010537639511749148,105
CO2,11-30_days,0.0036118730241367497,-0.0024393118123407476,105
CO2,4-10_days,0.06992480462534942,-0.008098327906336635,105
LVHreport,0-3_days,-0.0005376867570127006,0.01731187107972801,105
LVHreport,11-30_days,0.001152680591256447,0.0022132605966180565,105
LVHreport,4-10_days,-0.0006137865615164547,-0.019525131003465503,105
Sick,0-3_days,-0.01918273048644275,0.01446488888002932,105
Sick,11-30_days,0.01774365202603267,-0.0038409891887567936,105
Sick,4-10_days,0.0014390784604100862,-0.010623901314102114,105
HypoxiaInO2,0-3_days,0.03424573227223274,0.0007142324792221189,105
HypoxiaInO2,11-30_days,0.002005043724369854,-0.003001557032112032,105
HypoxiaInO2,4-10_days,-0.036250775996602584,0.0022873247892130164,105
Disease,0-3_days,0.07538613139385197,0.04121687330305576,105
Disease,11-30_days,0.004813090521695457,-0.05160939439665526,105
Disease,4-10_days,-0.07864574485732809,0.010392507361248136,105
CO2Report,0-3_days,-0.0043043481825059005,0.003866065498441458,106
CO2Report,11-30_days,6.307575664104422e-22,0.0003917858519707806,106
CO2Report,4-10_days,0.004304348182505914,-0.00425785185652785,106
ChestXray,0-3_days,-0.023370137166450262,-0.009769169995561242,106
ChestXray,11-30_days,0.007956388880143102,0.03460718315443955,106
ChestXray,4-10_days,0.015416897377216252,-0.024838015443529003,106
LowerBodyO2,0-3_days,-0.0014657190308613238,0.014486138108186424,106
LowerBodyO2,11-30_days,0.00016625622658793067,-0.007814999570837245,106
LowerBodyO2,4-10_days,0.0012997200257186118,-0.0066711381892673675,106
GruntingReport,0-3_days,5.54556955357221e-20,-0.0009558866498991847,106
GruntingReport,11-30_days,2.5230302656417686e-21,-0.0005407104268670082,106
GruntingReport,4-10_days,0.0,0.0014965976634994148,106
RUQO2,0-3_days,-0.023694914345995598,0.01299070774577558,106
RUQO2,11-30_days,0.002590415988311692,-0.006960707310354337,106
RUQO2,4-10_days,0.021104498357683958,-0.006030002956977114,106
XrayReport,0-3_days,-0.028618744683450072,0.0019667385588400064,106
XrayReport,11-30_days,0.0036920384052336577,0.006520656312350184,106
XrayReport,4-10_days,0.024926706278216405,-0.00848740091198124,106
HypDistrib,0-3_days,-8.338527816150354e-05,0.007269279826432467,106
HypDistrib,11-30_days,0.00014006221228706118,-0.001019591058138758,106
HypDistrib,4-10_days,-5.670790009292078e-05,-0.006249689967371523,106
BirthAsphyxia,0-3_days,0.006403821197212611,-0.006188868365716189,106
BirthAsphyxia,11-30_days,0.0028113969038740597,0.003309236925560981,106
BirthAsphyxia,4-10_days,-0.00909317190717495,0.0028796323703136296,106
DuctFlow,0-3_days,-1.0838870060785841e-18,0.0009440362313762308,106
DuctFlow,11-30_days,9.002312156157922e-20,0.0014978503191377967,106
DuctFlow,4-10_days,-1.0520271653100223e-19,-0.002441887347958982,106
LungFlow,0-3_days,0.015275332382246902,-0.027227908181957902,106
LungFlow,11-30_days,0.002376645599499157,0.007988973259052727,106
LungFlow,4-10_days,-0.017651977981746003,0.019238932981388644,106
CardiacMixing,0-3_days,-0.007982401397551301,0.06428477805573493,106
CardiacMixing,11-30_days,0.0055854735258275895,-0.09301611464034068,106
CardiacMixing,4-10_days,0.0024104626059894088,0.02873133003828116,106
Grunting,0-3_days,-0.0011822255242263094,-0.002919012941420078,106
Grunting,11-30_days,5.326397227465956e-21,-0.0005324065446620807,106
Grunting,4-10_days,0.0011822255242262916,0.0034514204936567693,106
LVH,0-3_days,-0.005862229963791976,0.005594774156343192,106
LVH,11-30_days,0.0008143321240467491,-0.0008459306778968312,106
LVH,4-10_days,0.005056920995922382,-0.004748844295972958,106
LungParench,0-3_days,0.014182313305517476,-0.0019704685686156155,106
LungParench,11-30_days,-0.0014390872467038534,0.002637653427082114,106
LungParench,4-10_days,-0.012742849986552542,-0.000667185629135929,106
CO2,0-3_days,-0.012678941114274807,0.006064371047541499,106
CO2,11-30_days,-8.19150129892329e-05,-0.0018272589013213292,106
CO2,4-10_days,0.012764005218173115,-0.00423711291863583,106
LVHreport,0-3_days,0.05979552027593909,-0.02804543260484934,106
LVHreport,11-30_days,-0.01868701060640026,0.01287122538080439,106
LVHreport,4-10_days,-0.04110850966953883,0.015174198895692825,106
Sick,0-3_days,-0.0025352434599086133,0.011636344753205775,106
Sick,11-30_days,1.0013626787635998e-19,-0.01237834130472038,106
Sick,4-10_days,0.0025352434599086628,0.0007419963437132537,106
HypoxiaInO2,0-3_days,-0.000375438261996506,-0.012862753211520613,106
HypoxiaInO2,11-30_days,0.006885234124689768,0.010331773651996628,106
HypoxiaInO2,4-10_days,-0.006509795862693218,0.0025309800007380545,106
Disease,0-3_days,-0.05035110607489046,0.040819775387644766,106
Disease,11-30_days,0.02643219123753333,-0.019900006391108036,106
Disease,4-10_days,0.024944343673848613,-0.020919775147922336,106
CO2Report,0-3_days,-0.008424403790245885,0.005256993758957833,107
CO2Report,11-30_days,0.008020250898533372,-0.0010465960565488785,107
CO2Report,4-10_days,0.00036929812980773867,-0.004210399608127773,107
ChestXray,0-3_days,-0.0027449982336792502,0.010158880297094584,107
ChestXray,11-30_days,0.0058157679797603305,0.0018721722066402436,107
ChestXray,4-10_days,-0.003654947045728355,-0.01203105014981702,107
LowerBodyO2,0-3_days,0.008985390164474555,-0.0412326430156827,107
LowerBodyO2,11-30_days,0.0068320466224275666,0.0023523675464093684,107
LowerBodyO2,4-10_days,-0.015816699988291008,0.03888027019798756,107
GruntingReport,0-3_days,-8.981647943628717e-20,0.0006086213886737823,107
GruntingReport,11-30_days,0.0,-0.0006604524911381304,107
GruntingReport,4-10_days,0.0,5.1830369047820566e-05,107
RUQO2,0-3_days,-0.00020614081169749435,-0.01941857675090432,107
RUQO2,11-30_days,0.00013008982206219705,0.004967131246812642,107
RUQO2,4-10_days,7.605098963536467e-05,0.014451444204896689,107
XrayReport,0-3_days,-0.02513372721463841,0.017947837663814425,107
XrayReport,11-30_days,-0.007866331382128819,0.004393288144201506,107
XrayReport,4-10_days,0.03351767764438613,-0.022341131613356994,107
HypDistrib,0-3_days,-0.000670392600602511,0.01694390185177326,107
HypDistrib,11-30_days,0.001931634607016561,-0.023605355361942203,107
HypDistrib,4-10_days,-6.467571629446555e-05,0.006661453619599343,107
BirthAsphyxia,0-3_days,-0.005880798576761936,-0.002195822298526764,107
BirthAsphyxia,11-30_days,0.004024615504007581,-0.00012327600969001652,107
BirthAsphyxia,4-10_days,0.0018524993027617953,0.0023190984316170215,107
DuctFlow,0-3_days,-0.006659108717755527,0.007008835561573505,107
DuctFlow,11-30_days,0.0001435142871930679,0.0005043010343797505,107
DuctFlow,4-10_days,0.006475609536081535,-0.007513136544730514,107
LungFlow,0-3_days,-7.738626234934623e-05,-0.0024502625316381453,107
LungFlow,11-30_days,1.0031049105798796e-05,0.006947369526606053,107
LungFlow,4-10_days,3.462158197852871e-21,-0.0044971068040467795,107
CardiacMixing,0-3_days,-0.0017045395171390344,-0.003978389869444072,107
CardiacMixing,11-30_days,-0.00034586310702662586,-0.006962867076508701,107
CardiacMixing,4-10_days,0.002117096984434983,0.010941256075166167,107
Grunting,0-3_days,0.005939612268922183,0.0024741294141858816,107
Grunting,11-30_days,-0.00010171082714706036,-5.362926283851266e-05,107
Grunting,4-10_days,-0.005840626079456935,-0.0024205009778961537,107
LVH,0-3_days,-0.0017918580844124296,0.010079084550961853,107
LVH,11-30_days,0.0004720022861664838,-0.004316523228771985,107
LVH,4-10_days,0.0013333582340608605,-0.0057625681755598636,107
LungParench,0-3_days,0.00011897534378632607,0.0006650027632713318,107
LungParench,11-30_days,-0.0012209340942616808,-0.0007675882286275737,107
LungParench,4-10_days,0.0009779121764213097,0.00010258572758175432,107
CO2,0-3_days,0.00022976342998227872,-0.02028135525994003,107
CO2,11-30_days,-4.128462376477503e-05,0.0006214362382888794,107
CO2,4-10_days,-0.0003400151887571672,0.019659917880780996,107
LVHreport,0-3_days,-0.00011860912733715562,-0.0005170385946985334,107
LVHreport,11-30_days,-7.588288238694731e-07,-0.0003038184787146747,107
LVHreport,4-10_days,0.000119367956161021,0.0008208572817966342,107
Sick,0-3_days,0.008761445388450704,0.0037589446036145092,107
Sick,11-30_days,-0.007989605008564254,0.0038076874427497385,107
Sick,4-10_days,-0.0007695048742877997,-0.007566632516682148,107
HypoxiaInO2,0-3_days,-0.00023555207875690265,-0.0016403936874121428,107
HypoxiaInO2,11-30_days,-5.92029228177539e-05,0.001600443705683574,107
HypoxiaInO2,4-10_days,0.00029475500157468456,3.99495312012732e-05,107
Disease,0-3_days,-0.06561615429303747,0.02567570300772786,107
Disease,11-30_days,0.0534737816390749,-0.04194971812423318,107
Disease,4-10_days,0.012990311615051806,0.01627401261590421,107
CO2Report,0-3_days,-3.722826018361723e-18,0.00548759353114292,108
CO2Report,11-30_days,0.0,0.0033694602665491403,108
CO2Report,4-10_days,0.0,-0.008857054222607985,108
ChestXray,0-3_days,2.0206511111141538e-05,0.00973874880000949,108
ChestXray,11-30_days,0.0,0.005780011830793228,108
ChestXray,4-10_days,-2.0206511111110706e-05,-0.015518763903528451,108
LowerBodyO2,0-3_days,0.000304995001560931,0.002709591155871749,108
LowerBodyO2,11-30_days,0.0,0.000834708022302948,108
LowerBodyO2,4-10_days,-0.0003049950015609391,-0.003544299320783466,108
GruntingReport,0-3_days,-0.00044532281468530745,-0.0047512905718758705,108
GruntingReport,11-30_days,0.0,0.0030398180341580884,108
GruntingReport,4-10_days,0.0004453228146853143,0.001711472077295184,108
RUQO2,0-3_days,0.0,-0.006897721777204424,108
RUQO2,11-30_days,0.0,-0.015798952893237583,108
RUQO2,4-10_days,0.0,0.022696674251928926,108
XrayReport,0-3_days,2.7871249999983464e-05,-0.030453280047513544,108
XrayReport,11-30_days,0.0,0.014640597774414345,108
XrayReport,4-10_days,-2.787125000000012e-05,0.015812667109421454,108
HypDistrib,0-3_days,-5.5736116508485195e-05,-0.009879835769534112,108
HypDistrib,11-30_days,6.446590909090908e-05,0.0011766908812569454,108
HypDistrib,4-10_days,-8.729792582417744e-06,0.008703144089085981,108
BirthAsphyxia,0-3_days,-0.004632871253826609,0.0029472557082772257,108
BirthAsphyxia,11-30_days,2.320392143610739e-05,0.00041630281368270516,108
BirthAsphyxia,4-10_days,0.004626316621221066,-0.0033635582070564852,108
DuctFlow,0-3_days,1.0134224802649874e-17,-0.0011508864141069352,108
DuctFlow,11-30_days,0.0,0.0023034566891146826,108
DuctFlow,4-10_days,-2.9128734837704446e-22,-0.0011525703954976053,108
LungFlow,0-3_days,0.002740956680464657,-0.03900224194396287,108
LungFlow,11-30_days,0.0001288613636363636,0.0032989188062492758,108
LungFlow,4-10_days,-0.0028698180441010103,0.03570332300849259,108
CardiacMixing,0-3_days,-0.004201658066978517,0.08348486041883006,108
CardiacMixing,11-30_days,0.0,-0.007544236123212613,108
CardiacMixing,4-10_days,0.004201658066978523,-0.07594063411233946,108
Grunting,0-3_days,-0.002126400791083922,0.0016383021418005228,108
Grunting,11-30_days,5.7490909090909085e-05,-0.000847434366150992,108
Grunting,4-10_days,0.0020689098819930054,-0.0007908680744003505,108
LVH,0-3_days,-8.931818181816734e-06,-0.008023749480489641,108
LVH,11-30_days,0.0,-0.001809167593892198,108
LVH,4-10_days,8.931818181818198e-06,0.009832917144522071,108
LungParench,0-3_days,0.00022931193608392674,0.0007336564338766039,108
LungParench,11-30_days,0.000644306818181818,0.0002815091866068542,108
LungParench,4-10_days,-0.0008736187542657347,-0.0010151659010443836,108
CO2,0-3_days,1.5450663564528615e-17,0.010374333381187172,108
CO2,11-30_days,0.0,-0.006337595317163504,108
CO2,4-10_days,0.0,-0.004036738756694831,108
LVHreport,0-3_days,2.0999555627092617e-18,-0.020429700582753868,108
LVHreport,11-30_days,0.0,0.0044183538667857646,108
LVHreport,4-10_days,0.0,0.016011347374878825,108
Sick,0-3_days,-0.00014117136107690426,0.001597091192379594,108
Sick,11-30_days,4.8824999999999954e-05,0.001954631301923655,108
Sick,4-10_days,9.23463610769229e-05,-0.0035517223086208105,108
HypoxiaInO2,0-3_days,-0.003982064377705613,0.01693677151808515,108
HypoxiaInO2,11-30_days,0.0,-0.009586093545658514,108
HypoxiaInO2,4-10_days,0.003982064377705627,-0.007350686865393073,108
Disease,0-3_days,-0.0702543999659122,0.10595003813505173,108
Disease,11-30_days,0.04290696078865912,-0.09022093286737799,108
Disease,4-10_days,0.02833935653336514,-0.015729113146662713,108
CO2Report,0-3_days,5.247902952534878e-19,0.000455349525436759,109
CO2Report,11-30_days,0.0,-0.00077334163361229,109
CO2Report,4-10_days,0.0,0.0003179919021204114,109
ChestXray,0-3_days,0.00033131401739615394,0.0010476978006772697,109
ChestXray,11-30_days,-0.0010299514989963738,-0.0021384978498099373,109
ChestXray,4-10_days,0.0006986374816001902,0.0010908021189970896,109
LowerBodyO2,0-3_days,0.002602256252616644,-0.0007404092769138515,109
LowerBodyO2,11-30_days,-0.0026102847914352308,-0.0009829667577287181,109
LowerBodyO2,4-10_days,9.801266091316092e-06,0.001723375414730981,109
GruntingReport,0-3_days,0.0,0.003044875077903271,109
GruntingReport,11-30_days,0.0,-0.0004409310431219637,109
GruntingReport,4-10_days,0.0,-0.002603944516740739,109
RUQO2,0-3_days,-4.225234684861415e-19,-0.0021816790476441384,109
RUQO2,11-30_days,0.0,-0.003914264215854928,109
RUQO2,4-10_days,0.0,0.006095942357205786,109
XrayReport,0-3_days,3.1045472582972624e-05,0.005637881867587566,109
XrayReport,11-30_days,-6.98523133116884e-05,-0.0025759166560601443,109
XrayReport,4-10_days,3.880684072871574e-05,-0.0030619619006756692,109
HypDistrib,0-3_days,-0.00015129199028860973,0.0002149113640189171,109
HypDistrib,11-30_days,0.00015107615668331564,0.0014509482635185122,109
HypDistrib,4-10_days,-3.125754856255319e-07,-0.0016658583981916308,109
BirthAsphyxia,0-3_days,-0.004826984764189968,0.003966701216995716,109
BirthAsphyxia,11-30_days,0.0007987821284270447,0.0,109
BirthAsphyxia,4-10_days,0.0040415116321217415,-0.00396670127287507,109
DuctFlow,0-3_days,-1.5909500546063678e-17,-0.0761897267587483,109
DuctFlow,11-30_days,4.719022290032548e-19,0.018692567537073046,109
DuctFlow,4-10_days,-1.3617198389550813e-19,0.057497162176296114,109
LungFlow,0-3_days,-0.030339585560694493,0.04419185720384121,109
LungFlow,11-30_days,0.029578330536168367,-0.06282238473533652,109
